,M2,S2,N2,K2,K1,O1,P1
2022-10-21 14:55:00,3.0334531868474337,1.527163095548957,5.216844582647742,2.3733409441384357,2.762319576704334,0.3105912781255656,-1.3315553000475817
2022-10-21 15:00:00,3.075608943793349,1.5707963268600622,5.258208578637794,2.4170943525328035,2.784196272604632,0.3308701873096795,-1.3097984163074043
2022-10-21 15:05:00,3.1177647006271876,1.614429558054752,5.29957257451777,2.4608477608124346,2.806072968447416,0.3511490964390571,-1.288041532625435
2022-10-21 15:10:00,3.159920457690068,1.6580627894822726,5.3409365706247725,2.5046011693265804,2.827949664407312,0.37142800568019047,-1.2662846488270505
2022-10-21 15:15:00,3.2020762146368065,1.7016960207933778,5.382300566615648,2.5483545777259913,2.8498263603096947,0.3917069148625223,-1.2445277650868736
2022-10-21 15:20:00,3.2442319715838193,1.745329252104483,5.423664562606764,2.5921079861270826,2.871703056212772,0.4119858240442606,-1.2227708813466966
2022-10-21 15:25:00,3.286387728418755,1.7889624832991728,5.4650285584878535,2.635861394413439,2.8935797520583364,0.4322647331712611,-1.2010139976647274
2022-10-21 15:30:00,3.3285434853698703,1.832595714610278,5.506392554485122,2.679614802817385,2.9154564479625495,0.45254364235561945,-1.1792571139242964
2022-10-21 15:35:00,3.3706992423138953,1.8762289459213832,5.547756550471252,2.723368211223775,2.9373331438678396,0.47282255153163744,-1.1575002301842465
2022-10-21 15:40:00,3.4128549992660693,1.9198621772324884,5.5891205464695615,2.7671216196315918,2.959209839773697,0.4931014607150638,-1.1357433464440696
2022-10-21 15:45:00,3.4550107562103882,1.9634954085435936,5.63048454245597,2.8108750280410906,2.9810865356802494,0.5133803698897665,-1.1139864627038927
2022-10-21 15:50:00,3.4971665131628553,2.007128639854699,5.67184853845459,2.854628436452014,3.002963231587369,0.5336592790718767,-1.0922295789635887
2022-10-21 15:55:00,3.5393222699953713,2.0507618710493887,5.713212534331212,2.8983818447484566,3.0248399274371027,0.5539381881912488,-1.0704726952816195
2022-10-21 16:00:00,3.5814780270609905,2.094395102476909,5.754576530440983,2.942135253279414,3.046716623403948,0.5742170974264392,-1.048715811483235
2022-10-21 16:05:00,3.623633783897864,2.138028333671599,5.795940526323993,2.9858886615789633,3.0685933192549437,0.5944960065485605,-1.0269589278011386
